"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","issue_d","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","credit_length"
25000," 36 months",10.62,10,"RENT",387840,"not verified",1267401600000,"credit_card","MA",5.9,0,72.9,55,0,16
10000," 36 months",17.58,3,"RENT",30000,"not verified",1317427200000,"credit_card","IL",19.32,0,80.5,19,0,4
13500," 36 months",10.78,0,"RENT",37200,"not verified",1199145600000,"debt_consolidation","NY",12.58,0,33,11,0,6
8000," 36 months",10.74,5,"MORTGAGE",40000,"verified",1.29384e+12,"debt_consolidation","MA",13.02,0,36.8,24,0,14
1400," 36 months",7.66,2,"RENT",54000,"not verified",1298937600000,"debt_consolidation","CA",7.71,0,11.7,23,0,7
23000," 60 months",19.74,4,"RENT",74872,"verified",1.301616e+12,"credit_card","MD",12.55,1,93,20,1,9
3000," 36 months",9.88,2,"RENT",55000,"verified",1.27008e+12,"educational","NY",10.69,0,54.7,34,0,11
13750," 36 months",10.75,4,"MORTGAGE",70000,"verified",1280620800000,"debt_consolidation","IL",3.69,0,23.9,18,0,6
6000," 36 months",7.49,3,"RENT",13440,"not verified",1309478400000,"debt_consolidation","WI",10.45,0,12.9,5,0,11
7000," 36 months",11.86,8,"RENT",24996,"verified",1280620800000,"other","NH",16.99,0,79.1,3,0,6
4150," 36 months",7.49,10,"MORTGAGE",54000,"not verified",1312156800000,"other","FL",11.27,0,19.8,10,0,15
6000," 36 months",8.9,10,"MORTGAGE",60000,"not verified",1314835200000,"other","MI",17.28,0,81.6,22,0,10
10800," 36 months",11.99,3,"MORTGAGE",89000,"not verified",1312156800000,"debt_consolidation","SC",16.86,0,65.7,25,0,12
10800," 36 months",10.99,3,"MORTGAGE",43495,"not verified",1264982400000,"credit_card","VT",10.68,0,77.7,11,0,24
16000," 36 months",12.21,0,"OTHER",58000,"verified",1.241136e+12,"small_business","AZ",7.49,0,15.6,18,0,10
1500," 36 months",12.99,7,"RENT",27340,"verified",1306886400000,"debt_consolidation","WA",24.32,0,48.8,28,0,11
6000," 60 months",8.88,8,"MORTGAGE",54000,"not verified",1.29384e+12,"car","MI",2.64,0,19.9,19,0,17
7500," 36 months",9.83,8,"RENT",64000,"not verified",1199145600000,"wedding","CA",0.58,1,30.1,19,0,15
8000," 36 months",9.91,10,"MORTGAGE",210000,"verified",1320105600000,"other","NJ",4.53,0,31,14,0,12
7500," 36 months",6.62,7,"RENT",49000,"verified",1320105600000,"other","WI",12.54,0,10,24,0,8
2900," 60 months",11.86,4,"MORTGAGE",65000,"verified",1285891200000,"car","AL",12.78,1,27.8,39,0,8
6400," 36 months",7.49,0,"RENT",32000,"not verified",1.304208e+12,"debt_consolidation","CA",12.11,0,33.4,12,1,6
30000," 60 months",13.99,9,"MORTGAGE",399996,"verified",1306886400000,"debt_consolidation","NJ",26.88,0,26.7,35,0,32
8000," 36 months",5.42,0,"MORTGAGE",70000,"verified",1312156800000,"wedding","OH",13.18,0,7.8,26,0,8
18000," 60 months",13.49,5,"RENT",69000,"not verified",1.304208e+12,"debt_consolidation","NC",15.79,0,58.5,23,0,19
28000," 36 months",15.62,3,"MORTGAGE",75000,"verified",1314835200000,"debt_consolidation","GA",5.7,0,57.3,26,0,12
10000," 36 months",16,10,"RENT",61000,"not verified",1259625600000,"other","KY",8.79,0,38.3,30,0,15
1800," 36 months",8.94,0,"RENT",37500,"verified",1251763200000,"educational","FL",21.54,0,32.3,22,0,9
5000," 36 months",5.79,4,"MORTGAGE",198171.96,"verified",1296518400000,"car","IL",14.74,0,56.1,32,0,22
2400," 36 months",13.55,0,"RENT",26880,"not verified",1.201824e+12,"debt_consolidation","GA",7.98,0,60.7,8,0,6
14000," 36 months",11.49,3,"RENT",105000,"verified",1312156800000,"credit_card","AZ",6.18,0,79.8,27,0,18
10000," 36 months",5.42,10,"MORTGAGE",120000,"not verified",1.301616e+12,"major_purchase","CA",6.98,0,28.6,31,0,31
30000," 60 months",19.69,10,"RENT",140000,"verified",1309478400000,"debt_consolidation","NJ",5.91,2,66.1,20,0,33
4800," 60 months",16.45,0,"RENT",45000,"verified",1283299200000,"debt_consolidation","IL",14.51,0,96.6,6,0,9
21000," 36 months",18.79,0,"RENT",150000,"verified",1309478400000,"debt_consolidation","NY",18.26,0,93.8,23,1,24
3500," 36 months",8,4,"RENT",48562,"not verified",1204329600000,"other","NY",0.62,0,17.1,4,0,20
6000," 36 months",5.99,6,"MORTGAGE",24996,"not verified",1312156800000,"major_purchase","PA",17.62,0,6.6,15,0,5
15000," 36 months",15.68,4,"MORTGAGE",85008,"verified",1233446400000,"debt_consolidation","FL",22.16,0,59.5,36,1,9
2400," 36 months",17.58,10,"MORTGAGE",31200,"verified",1317427200000,"medical","VA",6.31,1,98.3,7,1,17
5000," 36 months",6.03,3,"RENT",64424,"not verified",1322697600000,"other","NY",0.93,0,0.7,17,0,23
10000," 36 months",13.06,0,"RENT",35000,"verified",1296518400000,"debt_consolidation","CA",13.06,0,57.7,25,1,13
5000," 36 months",7.51,2,"MORTGAGE",80000,"verified",1317427200000,"credit_card","WA",13.45,0,55.1,15,0,9
6700," 36 months",6.99,10,"MORTGAGE",40800,"not verified",1306886400000,"home_improvement","IL",16.71,0,31.3,18,0,13
8400," 36 months",11.71,2,"RENT",41000,"verified",1314835200000,"other","NY",18.06,0,29,10,0,19
4400," 36 months",6.76,10,"MORTGAGE",70000,"not verified",1277942400000,"car","MO",10.1,0,21.6,15,0,11
20000," 36 months",16.08,10,"MORTGAGE",82000,"not verified",1.207008e+12,"debt_consolidation","IL",19.96,0,31.1,55,1,18
7500," 36 months",8,4,"OTHER",125000,"not verified",1.207008e+12,"other","TX",5.46,0,20.3,15,0,26
21000," 36 months",13.49,3,"MORTGAGE",117516,"verified",1309478400000,"debt_consolidation","AZ",18.48,0,83.1,50,0,17
12000," 60 months",17.49,2,"RENT",62400,"verified",1312156800000,"moving","MD",20.79,0,90.4,7,0,6
10025," 36 months",5.42,3,"RENT",44966,"not verified",1312156800000,"debt_consolidation","WA",19.13,0,24.7,17,0,13
10950," 36 months",6.91,10,"RENT",47230,"not verified",1288569600000,"credit_card","WI",13.34,0,46,15,0,17
6000," 36 months",15.62,0,"RENT",33000,"verified",1309478400000,"debt_consolidation","FL",21.31,0,58.7,10,0,10
16700," 60 months",15.65,4,"RENT",50004,"not verified",1.301616e+12,"debt_consolidation","IL",20.18,0,70.6,22,1,10
3000," 36 months",9.25,2,"RENT",44000,"verified",1291161600000,"home_improvement","NY",11.4,1,81.6,12,0,11
7000," 36 months",10.36,2,"RENT",47000,"verified",1291161600000,"debt_consolidation","NC",6.08,0,22.6,13,0,12
22750," 60 months",13.06,9,"MORTGAGE",72000,"verified",1298937600000,"debt_consolidation","CA",14.22,0,60.2,30,0,12
5000," 36 months",7.9,9,"MORTGAGE",52000,"not verified",1314835200000,"other","IL",12.76,0,10.6,26,0,19
9975," 36 months",16.32,3,"MORTGAGE",106000,"verified",1.238544e+12,"home_improvement","MI",2.9,0,1,32,0,13
15000," 36 months",12.42,2,"MORTGAGE",90000,"not verified",1320105600000,"debt_consolidation","NJ",9.69,2,23.7,42,0,14
12400," 60 months",19.69,0,"RENT",48500,"verified",1309478400000,"debt_consolidation","CA",10.07,0,78,14,1,11
10000," 36 months",14.65,4,"MORTGAGE",85000,"verified",1317427200000,"debt_consolidation","MA",16.8,0,74.1,11,0,4
10000," 60 months",19.29,5,"OWN",60000,"not verified",1309478400000,"other","FL",22.7,3,87.3,46,0,16
10000," 36 months",10.25,3,"RENT",55000,"not verified",1.27008e+12,"home_improvement","NY",18.59,0,42.2,20,0,12
19750," 36 months",13.35,0,"RENT",45000,"verified",1285891200000,"debt_consolidation","CA",20,0,39.4,10,0,32
25000," 36 months",14.61,9,"RENT",71000,"not verified",1259625600000,"debt_consolidation","NY",22.62,0,52.7,63,0,11
5500," 36 months",5.42,3,"MORTGAGE",80000,"not verified",1306886400000,"debt_consolidation","PA",5.33,0,3.9,29,0,14
8400," 36 months",18.25,2,"RENT",55000,"not verified",1317427200000,"debt_consolidation","OH",20.48,0,98.6,11,0,6
4000," 36 months",6.76,2,"MORTGAGE",44470.4,"not verified",1285891200000,"debt_consolidation","AZ",3.27,0,12.2,21,0,8
10000," 36 months",15.95,3,"RENT",60000,"verified",1280620800000,"other","CA",14.02,0,48.6,25,0,6
12000," 36 months",11.58,4,"RENT",74706.84,"not verified",1228089600000,"debt_consolidation","CA",3.53,0,42.7,27,0,25
8800," 36 months",14.27,4,"RENT",46000,"not verified",1317427200000,"debt_consolidation","IL",9.57,0,51.1,7,0,10
2600," 36 months",16.77,1,"RENT",38000,"verified",1296518400000,"credit_card","CA",14.18,0,99.8,12,0,7
15000," 36 months",12.73,0,"MORTGAGE",70000,"verified",1.27008e+12,"debt_consolidation","MA",3.1,0,81.4,12,0,10
5775," 36 months",6.17,0,"RENT",120000,"not verified",1.29384e+12,"debt_consolidation","OR",3.98,0,25.4,33,0,13
10475," 36 months",14.38,3,"RENT",54000,"not verified",1196467200000,"debt_consolidation","NY",4.33,0,83.5,6,1,12
6000," 36 months",13.49,3,"MORTGAGE",50000,"not verified",1320105600000,"debt_consolidation","RI",12.48,0,63,31,0,9
11200," 36 months",11.34,6,"RENT",44400,"not verified",1204329600000,"debt_consolidation","AK",6.92,0,58.2,11,0,3
1200," 36 months",7.29,4,"RENT",19200,"verified",1.301616e+12,"house","KY",25.5,0,0,10,1,5
5000," 36 months",9.32,0,"RENT",32000,"not verified",1233446400000,"house","AZ",1.13,0,8.2,6,0,11
4000," 36 months",9.25,2,"RENT",64200,"verified",1291161600000,"credit_card","MA",1.98,0,66.8,8,0,5
7000," 36 months",16.82,0,"RENT",77520,"not verified",1277942400000,"debt_consolidation","CA",6.35,0,97.2,11,1,8
10000," 36 months",15.23,0,"RENT",60000,"not verified",1306886400000,"small_business","MA",18.38,1,54.1,27,1,15
5000," 36 months",10.65,5,"RENT",43680,"not verified",1314835200000,"major_purchase","CA",16.76,0,48.3,12,0,7
9100," 36 months",6.03,10,"MORTGAGE",42000,"verified",1314835200000,"house","PA",14.66,1,8.2,43,0,38
10000," 36 months",11.66,0,"OWN",30000,"not verified",1.201824e+12,"other","ID",8.56,0,46.5,4,0,4
25000," 60 months",14.46,0,"MORTGAGE",135000,"verified",1291161600000,"debt_consolidation","CA",4.5,1,18.5,43,0,29
8500," 36 months",15.21,6,"MORTGAGE",90000,"verified",1280620800000,"credit_card","FL",23.52,0,69.1,59,0,22
15000," 60 months",17.43,1,"RENT",55404,"verified",1.29384e+12,"debt_consolidation","CA",14.53,0,71.7,12,0,7
20000," 36 months",6.91,8,"RENT",60000,"verified",1285891200000,"debt_consolidation","NY",22.4,0,48.7,27,0,13
5000," 36 months",7.51,7,"MORTGAGE",96000,"verified",1277942400000,"other","CA",13.2,0,17.2,41,0,26
12000," 60 months",13.99,3,"RENT",50000,"not verified",1312156800000,"debt_consolidation","CT",12.98,0,33.1,17,0,12
21000," 36 months",11.36,10,"MORTGAGE",90000,"verified",1267401600000,"other","CA",15.09,0,91.9,17,0,15
20000," 36 months",14.22,10,"MORTGAGE",216000,"verified",1264982400000,"debt_consolidation","CA",12.04,0,63.1,42,0,17
3200," 36 months",11.49,8,"MORTGAGE",61500,"not verified",1277942400000,"debt_consolidation","NY",22.73,0,74.2,41,0,12
6325," 36 months",7.51,2,"RENT",60200,"verified",1283299200000,"credit_card","WV",16.01,0,17.7,27,0,9
13100," 60 months",15.23,2,"MORTGAGE",78000,"verified",1.304208e+12,"debt_consolidation","NM",17.43,0,46.7,24,0,10
6300," 36 months",12.29,0,"MORTGAGE",44004,"not verified",1212278400000,"other","PA",0.95,1,17.1,12,0,8
3000," 36 months",17.8,6,"RENT",23004,"verified",1291161600000,"other","NH",16.01,0,96.9,6,0,3
9800," 36 months",13.11,NA,"RENT",33000,"not verified",1264982400000,"debt_consolidation","NY",8.25,1,18.4,24,1,19
12000," 36 months",10.36,4,"RENT",55000,"verified",1.29384e+12,"debt_consolidation","NY",16.34,0,86.8,23,0,12
6000," 60 months",13.49,6,"MORTGAGE",105996,"verified",1.304208e+12,"other","CA",17.79,0,55.5,37,1,17
14750," 60 months",13.49,10,"MORTGAGE",64500,"verified",1320105600000,"debt_consolidation","MO",24.76,0,67.2,12,0,19
2500," 36 months",14.61,9,"MORTGAGE",64999.92,"not verified",1257033600000,"credit_card","SD",15.23,0,78.1,17,0,11
14575," 60 months",13.99,10,"RENT",45000,"not verified",1309478400000,"debt_consolidation","NC",24.96,0,29.2,40,0,17
10000," 36 months",7.51,7,"MORTGAGE",45000,"not verified",1267401600000,"wedding","TX",1.25,0,1.5,9,0,9
6000," 36 months",11.83,10,"RENT",57016.44,"not verified",1257033600000,"wedding","TX",14.77,0,93.9,17,0,14
8000," 36 months",14.96,2,"RENT",42000,"not verified",1251763200000,"major_purchase","PA",4.46,0,26.9,9,1,5
16000," 60 months",12.23,NA,"OWN",40000,"verified",1285891200000,"small_business","MI",8.88,0,15.3,13,1,12
5750," 36 months",12.99,3,"RENT",85000,"verified",1306886400000,"debt_consolidation","CA",8.95,0,66.1,12,0,10
17325," 60 months",12.69,8,"RENT",45000,"verified",1320105600000,"debt_consolidation","NJ",29.44,0,60.9,34,0,10
7500," 36 months",12.18,2,"RENT",36320,"not verified",1257033600000,"debt_consolidation","SD",13.02,0,42.7,28,1,11
21000," 36 months",6.17,NA,"OWN",40800,"verified",1.29384e+12,"medical","MI",19.06,0,12.9,40,0,21
10800," 36 months",12.21,3,"MORTGAGE",83000,"verified",1233446400000,"debt_consolidation","MA",12.68,0,51.8,33,1,19
7200," 36 months",12.21,6,"RENT",29000,"verified",1235865600000,"credit_card","OH",15.77,0,24.5,64,0,15
10000," 36 months",10.99,6,"MORTGAGE",75000,"verified",1312156800000,"credit_card","CA",16.88,0,87.7,27,0,17
7500," 36 months",10.78,10,"RENT",66000,"not verified",1199145600000,"home_improvement","SC",5.13,0,21,24,1,9
1500," 36 months",13.92,0,"RENT",30000,"not verified",1257033600000,"other","MA",19.08,0,44.1,12,0,9
9000," 60 months",12.99,4,"MORTGAGE",48000,"verified",1309478400000,"debt_consolidation","OH",28.68,0,46,20,0,14
12000," 60 months",11.49,2,"RENT",30156,"verified",1283299200000,"debt_consolidation","FL",15.76,0,36.4,14,0,6
4800," 36 months",7.88,4,"RENT",115000,"verified",1277942400000,"other","CA",9.67,0,40.2,33,0,10
9600," 36 months",8.94,0,"RENT",85000,"verified",1251763200000,"car","IL",12.01,0,56.1,32,1,14
2100," 36 months",8.38,1,"OWN",19800,"not verified",1199145600000,"other","LA",2.36,0,62,4,0,16
5000," 60 months",15.65,3,"RENT",24000,"verified",1296518400000,"debt_consolidation","FL",19.65,0,85.8,6,1,5
9500," 36 months",14.65,10,"RENT",54000,"verified",1320105600000,"other","FL",17.69,0,85.3,11,0,10
4700," 36 months",8.94,6,"RENT",31776,"verified",1.262304e+12,"debt_consolidation","VA",21.3,0,69.2,12,0,6
4000," 36 months",15.2,3,"OWN",68400,"not verified",1288569600000,"home_improvement","KY",24.18,0,98.7,23,0,15
6300," 36 months",9.91,10,"RENT",49000,"verified",1322697600000,"credit_card","VA",12.61,0,93.9,25,0,13
3000," 36 months",11.86,10,"MORTGAGE",27600,"not verified",1280620800000,"credit_card","WV",18.04,0,79.7,20,0,12
5100," 36 months",13.8,8,"MORTGAGE",46000,"not verified",1220227200000,"debt_consolidation","MO",16.7,1,12.6,28,0,12
4000," 36 months",7.88,2,"RENT",56800,"verified",1277942400000,"credit_card","AZ",5.39,0,27.7,13,0,6
15000," 36 months",11.58,0,"RENT",1e+05,"verified",1.230768e+12,"credit_card","CA",23.7,0,65.9,31,0,14
15250," 60 months",12.23,0,"RENT",36000,"verified",1.29384e+12,"debt_consolidation","PA",21.27,0,15.5,32,0,8
20000," 36 months",7.88,10,"MORTGAGE",110000,"verified",1280620800000,"home_improvement","FL",8.87,0,48.8,27,0,13
10000," 36 months",7.49,1,"MORTGAGE",96000,"not verified",1.304208e+12,"home_improvement","FL",5.47,0,12.6,12,0,9
35000," 36 months",10.65,3,"MORTGAGE",112800,"verified",1322697600000,"debt_consolidation","NY",14.35,0,59.6,35,0,24
8000," 36 months",10,6,"RENT",43000,"not verified",1.29384e+12,"debt_consolidation","PA",20.54,0,74,25,0,19
24250," 36 months",15.65,10,"OWN",41000,"not verified",1259625600000,"debt_consolidation","FL",10.86,0,98.6,15,0,12
12000," 36 months",15.95,1,"RENT",57840,"verified",1285891200000,"debt_consolidation","CA",7.61,1,61.7,14,0,17
16000," 36 months",13.06,2,"RENT",120000,"not verified",1298937600000,"small_business","CA",6.38,0,41.9,16,0,10
13100," 36 months",15.58,10,"MORTGAGE",80000,"verified",1275350400000,"debt_consolidation","MO",17.93,0,44.2,28,0,13
25000," 60 months",21.36,10,"OWN",82000,"verified",1309478400000,"debt_consolidation","NY",18.25,1,50.3,23,1,19
1200," 36 months",10.37,NA,"RENT",9600,"verified",1.29384e+12,"debt_consolidation","CA",11.5,0,32.7,4,0,4
5000," 36 months",7.74,5,"MORTGAGE",49200,"not verified",1.262304e+12,"other","CA",4.71,0,4.2,19,0,12
25000," 36 months",11.49,1,"MORTGAGE",110000,"verified",1275350400000,"credit_card","CA",18.48,0,82.8,12,0,33
15000," 36 months",7.49,5,"MORTGAGE",190300,"verified",1312156800000,"other","TX",4.64,0,56.6,35,0,30
22000," 36 months",17.19,7,"RENT",62000,"verified",1277942400000,"debt_consolidation","MA",22.66,0,91.6,18,0,9
10200," 60 months",10.37,1,"RENT",42500,"verified",1298937600000,"debt_consolidation","NC",29.36,0,27.6,16,0,7
10000," 36 months",12.99,3,"RENT",38000,"not verified",1314835200000,"other","CA",23.43,0,84.9,13,1,7
5000," 60 months",13.23,5,"MORTGAGE",80000,"not verified",1275350400000,"car","GA",8.83,1,46.1,39,0,13
3600," 36 months",7.49,8,"MORTGAGE",65000,"not verified",1312156800000,"home_improvement","CT",17.83,0,73.5,35,0,18
4750," 36 months",10,1,"OWN",24600,"verified",1298937600000,"debt_consolidation","SD",24.78,0,77.5,15,0,10
8000," 36 months",6.03,4,"RENT",30000,"not verified",1314835200000,"debt_consolidation","GA",27.48,0,7.8,38,0,15
14400," 36 months",9.62,10,"RENT",64000,"verified",1.29384e+12,"credit_card","CA",7.56,0,18.5,36,0,41
7000," 36 months",7.88,10,"RENT",52000,"not verified",1.272672e+12,"debt_consolidation","CA",15.37,0,46.8,19,0,22
10000," 36 months",13.49,10,"MORTGAGE",50000,"verified",1317427200000,"other","CA",3.55,0,63.4,7,0,9
6400," 36 months",8.94,0,"MORTGAGE",45600,"not verified",1257033600000,"other","CA",0.26,0,0,8,0,14
14000," 36 months",14.35,5,"RENT",56000,"verified",1277942400000,"debt_consolidation","CA",11.91,0,47.4,8,0,12
8850," 36 months",10.37,4,"MORTGAGE",60000,"not verified",1296518400000,"credit_card","CO",12.12,0,49.9,10,0,12
20000," 36 months",7.49,7,"OWN",55000,"verified",1312156800000,"other","MA",10.89,0,17.7,39,0,37
15000," 36 months",6.91,3,"RENT",120000,"verified",1291161600000,"debt_consolidation","CA",12.01,0,31,31,0,7
27000," 60 months",16.4,10,"MORTGAGE",94800,"verified",1296518400000,"debt_consolidation","TX",21.97,0,57.8,43,1,14
2500," 36 months",13.99,10,"MORTGAGE",56810,"verified",1306886400000,"home_improvement","MD",19.88,6,30.9,29,0,21
14400," 36 months",10.75,2,"RENT",31800,"verified",1280620800000,"debt_consolidation","FL",19.47,0,38.5,13,0,6
3150," 36 months",10.99,9,"RENT",15300,"verified",1.304208e+12,"debt_consolidation","WA",19.76,0,76.4,9,0,9
8400," 36 months",10.99,10,"MORTGAGE",52000,"not verified",1264982400000,"debt_consolidation","TX",18.62,0,34.7,34,0,14
7000," 36 months",10.65,3,"RENT",52000,"not verified",1322697600000,"other","NY",18.16,0,94.8,13,0,8
25000," 36 months",16.32,9,"MORTGAGE",85000,"verified",1.29384e+12,"debt_consolidation","CA",22.48,0,90.9,37,1,16
24000," 60 months",14.17,10,"MORTGAGE",65000,"verified",1.301616e+12,"debt_consolidation","VA",11.34,2,31.8,22,0,27
13600," 36 months",7.66,2,"MORTGAGE",83600,"verified",1296518400000,"debt_consolidation","DC",19.11,0,37.9,25,0,10
7200," 36 months",9.91,1,"RENT",90000,"not verified",1322697600000,"credit_card","CA",8.59,0,49.9,12,0,5
7000," 36 months",7.14,2,"RENT",44000,"not verified",1283299200000,"credit_card","AZ",10.61,0,47.1,27,0,12
4500," 36 months",11.03,3,"RENT",37342.5,"not verified",1.207008e+12,"credit_card","NH",24.97,0,32,14,0,19
1200," 36 months",7.14,0,"OWN",32000,"verified",1283299200000,"medical","NJ",12.08,0,8.01,10,0,10
5800," 36 months",14.59,0,"RENT",75000,"not verified",1264982400000,"car","NY",1.86,0,48,5,0,4
2150," 36 months",13.47,6,"MORTGAGE",84000,"not verified",1243814400000,"vacation","FL",15.01,0,51.4,36,0,11
30000," 36 months",10.65,10,"MORTGAGE",5e+05,"verified",1317427200000,"credit_card","NJ",1.15,0,39.9,45,0,18
8400," 36 months",16.77,1,"MORTGAGE",43200,"verified",1317427200000,"debt_consolidation","AL",21.39,1,55.1,19,0,7
24000," 60 months",10.36,3,"MORTGAGE",185004,"verified",1288569600000,"other","CA",7.5,0,8.3,39,0,12
15000," 36 months",16.69,10,"MORTGAGE",124000,"not verified",1285891200000,"debt_consolidation","NY",18.56,0,91.2,16,1,10
5400," 36 months",7.66,0,"RENT",63533,"verified",1298937600000,"car","VA",12.73,0,35.9,20,0,8
6500," 36 months",15.65,0,"RENT",20000,"not verified",1257033600000,"small_business","FL",18.9,0,6,4,0,6
10000," 36 months",6.91,8,"RENT",28000,"verified",1285891200000,"debt_consolidation","CA",0.43,0,7.4,19,0,8
17000," 36 months",11.89,0,"MORTGAGE",45000,"verified",1.241136e+12,"debt_consolidation","MI",19.44,0,38.5,27,0,10
35000," 60 months",12.42,0,"OWN",83660,"verified",1317427200000,"home_improvement","LA",22.43,0,12.6,46,0,21
11000," 36 months",10.59,3,"MORTGAGE",42000,"not verified",1312156800000,"small_business","MA",14.94,0,3.9,28,1,12
10000," 36 months",12.8,1,"RENT",56160,"not verified",1193875200000,"debt_consolidation","MA",5.04,0,72.6,8,1,3
12000," 36 months",11.14,3,"MORTGAGE",91000,"not verified",1251763200000,"home_improvement","CT",14.36,0,26.4,24,0,10
15000," 36 months",7.88,5,"MORTGAGE",145000,"verified",1.272672e+12,"debt_consolidation","NY",3.71,0,50.4,25,0,26
6000," 36 months",10.65,0,"RENT",55000,"not verified",1322697600000,"credit_card","IL",7.99,0,62.6,12,0,8
10000," 36 months",9.88,NA,"MORTGAGE",24000,"not verified",1.272672e+12,"debt_consolidation","CA",17.05,1,49.9,27,0,21
24000," 60 months",18.64,4,"OWN",125000,"verified",1322697600000,"debt_consolidation","MA",22.49,0,78.1,32,1,13
6000," 36 months",5.42,10,"MORTGAGE",55000,"not verified",1312156800000,"debt_consolidation","CT",8.49,0,0,24,0,16
15250," 60 months",15.58,3,"RENT",44400,"not verified",1275350400000,"wedding","CA",23.59,0,39.6,12,0,7
10000," 36 months",16.11,4,"RENT",42000,"not verified",1306886400000,"debt_consolidation","MD",22,0,56.8,18,0,10
5000," 36 months",13.99,10,"RENT",38000,"not verified",1306886400000,"moving","CA",7.77,0,28.5,11,0,16
5300," 60 months",11.12,0,"MORTGAGE",92304,"not verified",1283299200000,"car","PA",8.62,0,23.5,36,0,19
9000," 36 months",15.05,7,"RENT",54000,"not verified",1233446400000,"credit_card","CA",23.8,0,89.4,10,1,10
3000," 36 months",9.62,10,"RENT",984000,"verified",1291161600000,"other","TX",0.29,0,1.4,12,0,11
5800," 36 months",8.94,2,"RENT",20400,"not verified",1.262304e+12,"other","WA",8,0,4.2,23,0,9
8000," 36 months",15.31,5,"RENT",61000,"not verified",1257033600000,"debt_consolidation","CA",0.49,0,66,7,1,8
8800," 36 months",8.49,1,"RENT",48000,"verified",1306886400000,"small_business","IL",4.15,0,0,9,0,6
10500," 60 months",15.33,10,"MORTGAGE",45000,"not verified",1.272672e+12,"debt_consolidation","NY",21.47,0,87.2,43,0,24
15000," 60 months",21.74,5,"RENT",46000,"verified",1306886400000,"debt_consolidation","NY",11.82,0,91.2,8,0,4
2200," 36 months",7.49,NA,"RENT",22000,"verified",1306886400000,"car","CA",2.4,0,33,10,0,11
8825," 36 months",11.49,0,"RENT",50000,"verified",1283299200000,"debt_consolidation","CT",21.1,0,84.2,19,0,7
14000," 36 months",5.42,4,"RENT",80000,"not verified",1314835200000,"credit_card","CA",6.76,0,57.1,15,0,44
20000," 60 months",17.49,10,"MORTGAGE",49000,"verified",1309478400000,"debt_consolidation","NY",15.13,0,70.4,28,0,10
6625," 36 months",12.69,3,"RENT",24947.3,"not verified",1320105600000,"credit_card","NY",21.55,0,77.4,20,1,14
10000," 36 months",15.27,0,"RENT",42000,"verified",1322697600000,"credit_card","FL",16.37,0,81.7,36,1,14
4000," 36 months",12.29,2,"RENT",27040,"not verified",1.2096e+12,"debt_consolidation","MD",23.52,0,30.8,6,0,4
5000," 36 months",10.62,2,"RENT",31000,"not verified",1267401600000,"car","CT",7.7,0,17.6,3,0,6
9000," 36 months",7.29,10,"OWN",65000,"not verified",1296518400000,"medical","KY",12.79,0,13.8,36,0,24
2500," 36 months",7.43,10,"MORTGAGE",522000,"not verified",1199145600000,"other","NC",2.45,1,9.4,44,0,18
30000," 60 months",13.49,10,"OWN",115000,"verified",1317427200000,"debt_consolidation","CT",5.06,0,54.5,23,0,28
14500," 36 months",13.16,3,"RENT",57996,"verified",1.241136e+12,"debt_consolidation","VT",24.31,0,59.2,26,1,18
35000," 36 months",13.06,2,"MORTGAGE",1e+05,"verified",1298937600000,"debt_consolidation","NH",21.04,0,53.7,46,0,17
10000," 36 months",10.37,10,"MORTGAGE",38000,"not verified",1298937600000,"house","FL",15.41,0,23.8,26,0,13
25000," 36 months",12.87,4,"RENT",56000,"verified",1257033600000,"wedding","NJ",9.96,0,72.1,21,0,12
12000," 36 months",12.99,0,"RENT",45000,"verified",1314835200000,"debt_consolidation","IL",5.87,0,51.9,20,0,9
3500," 36 months",5.99,2,"MORTGAGE",44000,"not verified",1309478400000,"major_purchase","MI",9.25,0,7.7,16,0,9
12000," 36 months",7.51,9,"RENT",92341,"not verified",1.27008e+12,"debt_consolidation","DC",21.33,0,8.4,19,0,16
5100," 36 months",9.62,5,"MORTGAGE",54000,"not verified",1.29384e+12,"credit_card","WA",9.31,0,37.2,21,0,14
6000," 36 months",10,10,"OWN",85224,"not verified",1.301616e+12,"debt_consolidation","AZ",22.43,1,60.9,44,0,17
8000," 36 months",7.9,2,"RENT",75000,"not verified",1322697600000,"debt_consolidation","AZ",8.7,0,55.4,16,0,9
6300," 36 months",14.65,6,"MORTGAGE",60000,"not verified",1320105600000,"car","FL",3.66,0,50.2,10,1,5
6000," 36 months",7.51,10,"RENT",36000,"verified",1275350400000,"other","CA",15.3,0,32.1,13,0,14
3600," 60 months",9.25,10,"MORTGAGE",62000,"not verified",1291161600000,"other","NY",14.73,0,80.7,47,0,11
11000," 36 months",12.53,9,"MORTGAGE",80500,"not verified",1254355200000,"debt_consolidation","PA",11.33,0,31.2,25,0,8
24250," 36 months",11.12,10,"MORTGAGE",140000,"verified",1283299200000,"debt_consolidation","CA",7.49,0,77,53,0,12
15000," 36 months",11.86,6,"MORTGAGE",65000,"verified",1275350400000,"debt_consolidation","MA",16.91,0,47.2,31,0,13
10000," 36 months",13.49,5,"RENT",67000,"not verified",1306886400000,"other","CA",11.34,0,97.4,14,0,13
